License No.,Business Name,DBA,License Type,City,County,Expiration
GAAA-WQDP-BFSC,"20Stars, LLC",20Stars,Grower,BROKEN ARROW,Tulsa,11/6/2023
GAAA-VY4F-DZZP,"Skunk, LLC",Skunk,Grower,OKLAHOMA CITY,Oklahoma,11/1/2023
GAAA-BVRX-T4T0,Bloom Unlimited LLC,Bloom Unlimited,Grower,HYDRO,Caddo,10/18/2023
GAAA-RCWH-B8AG,KBMC Green LLC,KBMC Green LLC,Grower,MIAMI,Ottawa,11/6/2023
DAAA-EYMD-DNBQ,Purple Moon Dispensary Inc,Purple Moon Broken Arrow,Dispensary,BROKEN ARROW,Tulsa,10/10/2023
PAAA-6FEJ-0JQB,20 Antlers Farm Group LLC,20 Antlers Farm Group LLC,Processor,ANTLERS,Choctaw,10/27/2022
GAAA-JI3L-GHY3,"Stillwater Farming, Inc","Stillwater Farming, Inc",Grower,SEMINOLE,Seminole,4/6/2024
PAAA-VYXL-9RK8,The Supply Distribution LLC,The Supply Distribution LLC,Processor,Oklahoma City,Oklahoma,11/23/2023
GAAA-4JYE-5AUQ,"Bee Happy Farms, LLC","Bee Happy Farms, LLC",Grower,SAPULPA,Creek,10/20/2023
GAAA-7TA1-PRBI,LUCID COLLECTIVE LLC,LUCID CULTIVATION COLLECTIVE,Grower,EDMOND,Oklahoma,5/30/2023
GAAA-6Z2X-YN89,PAO GE KHANG,PURPLE DRAGON FARM,Grower,TUSKAHOMA,Pushmataha,3/13/2024
GAAA-NJCK-NWYB,Whole Leaf Naturals LLC,Whole Leaf Naturals llc,Grower,BRISTOW,Creek,9/27/2023
GAAA-KSQZ-UZME,Harmony Grow Inc,Harmony Grow Inc,Grower,ASHER,Pottawatomie,3/31/2023
PAAA-0GZ4-PAR5,DGK INTERPRISE LLC,OKIE SKUNK FARMS,Processor,NORMAN,Cleveland,9/26/2023
GAAA-R6U4-3DYV,"JMPETERS Enterprises, LLC",JMPeters Enterprises,Grower,MCALESTER,Pittsburg,11/22/2023
GAAA-EJQO-2XOF,"Jun Green, LLC","Jun Green, LLC",Grower,MUSKOGEE,Muskogee,9/6/2023
GAAA-ZUGW-HZUW,Cola 918 Farm LLC,Cola 918 Farm LLC,Grower,CHELSEA,Rogers,12/8/2023
GAAA-NYLF-WXKN,Scissortail Seed Company,Scissortail Seed Company,Grower,EDMOND,Logan,1/12/2024
GAAA-NYPZ-Z7XK,Kush Creek LLC,kush creek llc,Grower,TULSA,Tulsa,3/17/2022
GAAA-7KNV-Z7QJ,281 Boys Green LLC,281 Boys Green LLC,Grower,McLoud,Cleveland,5/10/2023
PAAA-N1FN-38MT,Royal Tree Productions LLC,Royal Tree Productions LLC,Processor,OKLAHOMA CITY,Oklahoma,2/10/2024
GAAA-GBCD-8ZDB,"DAO GARDEN 5858, LLC","DAO GARDEN 5858, LLC",Grower,WYNNEWOOD,Garvin,3/28/2024
GAAA-RKRK-S5ST,Big Roots LLC,Big Roots LLC,Grower,OKLAHOMA CITY,Oklahoma,11/15/2023
GAAA-7PXA-I5MH,"LaPink Farms, LLC","LaPink Farms, LLC",Grower,HUGO,Choctaw,9/20/2023
GAAA-NY45-SF35,"Nova Floriculture, LLC",Nova Floriculture,Grower,MOUNDS,Creek,12/19/2022
PAAA-4KGF-TGTB,"The Good Company Processing, LLC",Evok Cannabis,Processor,OKLAHOMA CITY,Oklahoma,4/25/2024
GAAA-P0SY-PYXA,Monster Farm 2 LLC,Monster Farm 2 LLC,Grower,MANGUM,Harmon,8/17/2023
PAAA-VYV9-9QUG,GWP Medical Supply LLC,GWP Medical Supply,Processor,TULSA,Tulsa,1/1/2023
GAAA-DMZZ-EUNJ,John's Green LLC,John's Green,Grower,STROUD,Lincoln,9/27/2023
DAAA-NJBV-X8JL,Pirpich Industries LLC,Big Buds Natural Releaf,Dispensary,CHANDLER,Lincoln,2/2/2024
GAAA-6Z5V-VOP0,"Canopus Growers, LLC","Canopus Growers, LLC",Grower,Stratford,Garvin,11/13/2023
PAAA-EYYD-RNES,"Elevating Cannabis & Extract Co., LLC",Elevating Cannabis & Extracts,Processor,BEGGS,Okmulgee,12/13/2023
GAAA-6NOS-LDZC,"HARMONY ACRES, LLC","HARMONY ACRES, LLC",Grower,TULSA,Tulsa,10/9/2023
GAAA-EUGU-JFVG,"Nugget Hill Farms, LLC","Nugget Hill Farms, LLC",Grower,Edmond,Logan,2/1/2023
DAAA-4J55-TIOW,Kings Reserves LLC,Kings Reserves LLC,Dispensary,ATOKA,Atoka,1/11/2024
GAAA-4JP9-C6UC,Critical Essentials Inc.,Critical Essentials Inc.,Grower,JAY,Delaware,11/6/2023
GAAA-NKF5-BSWA,"3 OAKS Orchard, LLC","3 OAKS Orchard, LLC",Grower,BROKEN BOW,McCurtain,6/15/2023
GAAA-BVZ6-J188,"Fusion Botanicals, LLC",Fusion Botanicals,Grower,NORMAN,Cleveland,2/1/2023
GAAA-Q6L3-ORNH,Hope Springs Farms LLC,Hope Springs Farms,Grower,SAND SPRINGS,Osage,3/28/2023
GAAA-4KYC-KNWA,CROWN CANNABIS LTD CO.,Crown Cannabis,Grower,BLUEJACKET,Craig,2/1/2024
GAAA-WCDV-ADJ1,420 Craft Growers LLC,420 Craft Growers LLC,Grower,KELLYVILLE,Creek,11/9/2023
GAAA-DDIF-18GK,Pinnacle Grow Science LLC,Pinnacle Grow Science LLC,Grower,WATTS,Delaware,11/15/2023
GAAA-N1PL-X3US,Mimosa Hills Farm LLC,Mimosa Hills Farm,Grower,Beggs,Okmulgee,1/11/2023
PAAA-EKBT-SPC8,"MABs Medibles, RLLP","MABs Medibles, RLLP",Processor,NORMAN,Cleveland,6/23/2023
GAAA-4KTZ-YRRV,"Earth Research Labs, LLC","Earth Research Labs, LLC",Grower,mcloud,Lincoln,7/13/2023
GAAA-QZGR-PVQL,ZR&C LLC,ZR&C LLC,Grower,SHAWNEE,Pottawatomie,6/27/2024
GAAA-FEDX-QUXY,"RAMAL AGRICULTURE, LLC",House of Karma,Grower,NEWCASTLE,Cleveland,12/13/2023
PAAA-EKEK-B4XD,"PJ CL Processing, LLC","PJ CL Processing, LLC",Processor,Edmond,Logan,10/25/2023
GAAA-41YF-KRTE,"PRO GRO FARMS, LLC","PRO GRO FARMS, LLC",Grower,GOLDSBY,McClain,2/1/2024
GAAA-JC5H-9D3N,"THE HIDDEN CLOUD FARM, LLC","THE HIDDEN CLOUD FARM, LLC",Grower,SALLISAW,Sequoyah,10/27/2022
DAAA-VJLL-XCJE,Third State LLC,Clone City,Dispensary,OKLAHOMA CITY,Oklahoma,10/18/2023
PAAA-QAAD-OSLT,"Green Trees Lab, LLC",Green Trees Lab,Processor,PRAGUE,Lincoln,2/14/2024
PAAA-XDVD-FK6Y,12600 Minges LLC,12600 Minges LLC,Processor,Norman,Cleveland,3/8/2023
GAAA-NYTB-HMNV,"Greentech Organics, LLC","Greentech Organics, LLC",Grower,SHAWNEE,Pottawatomie,11/8/2023
PAAA-SOQN-9IBM,Twisted B Bakery LLC,Twisted B Bakery LLC,Processor,BENNINGTON,Bryan,2/6/2024
GAAA-05GR-LEVK,"Blackheart Farm, LLC","Blackheart Farm, LLC",Grower,PRYOR,Mayes,12/8/2023
GAAA-4K7V-ISMN,"Altum Group, LLC",Alterra Wellness,Grower,HASKELL,Muskogee,7/6/2023
GAAA-4BR2-WGDA,BearGrown LLC,BearGrown LLC,Grower,Grove,Delaware,12/14/2023
GAAA-EYFH-LWWO,Abundant Acres LLC,Abundant Acres LLC,Grower,KINGSTON,Marshall,3/29/2024
PAAA-ODGL-1RWG,TES BENTLEY LLC,TES BENTLEY LLC,Processor,OKLAHOMA CITY,Oklahoma,9/15/2023
GAAA-DQBG-GQZS,"Exotiz Farm, LLC","Exotiz Farm, LLC",Grower,LEXINGTON,Oklahoma,5/17/2023
DAAA-41O3-0JMW,Royal Highness life llc.,Royal Highness life llc.,Dispensary,Lexington,Cleveland,3/8/2024
GAAA-N1C0-LAVB,Botanical Apotheca,Botanical Apotheca,Grower,BLANCHARD,Grady,4/17/2023
GAAA-9X2A-OEEG,Midway Solutions LLC,Gas Giant Cannabis,Grower,DAVIS,Murray,10/2/2023
PAAA-4YED-GL49,DESERT EXTRACTS LLC,DESERT EXTRACTS LLC,Processor,HOLLIS,Harmon,2/14/2024
GAAA-OHTT-JJZV,"EPIC PHARMS, LLC","EPIC PHARMS, LLC",Grower,CHICKASHA,Grady,10/11/2023
GAAA-4YCB-SE8K,ABOVE THE ROOTS GROWERS LLC,ABOVE THE ROOTS GROWERS LLC,Grower,NOBLE,Oklahoma,9/8/2023
GAAA-J4UQ-XEFW,SUNLIGHT GREEN GROWTH LLC,SUNLIGHT GREEN GROWTH LLC,Grower,HARTSHORNE,Latimer,6/27/2023
GAAA-QZ9E-BDQR,Ace Cannabis LLC,Ace Cannabis LLC,Grower,WEWOKA,Seminole,10/20/2023
GAAA-V1HK-5DNT,"M.A.T Wellness Center, LLC","M.A.T Wellness Center, LLC",Grower,Edmond,Oklahoma,9/29/2023
PAAA-5QKY-6ZVE,red river craft cannabis llc,red river craft cannabis llc,Processor,THACKERVILLE,Love,12/4/2023
GAAA-NJF1-YVKB,Cola 918 Farm LLC,Cola 918 Farm LLC,Grower,CLAREMORE,Rogers,2/15/2024
GAAA-ERSE-ME8C,Terpleaf Cultivation LLC,Terpleaf Cultivation LLC,Grower,NORMAN,Cleveland,9/22/2023
DAAA-4KIK-YIIR,"LIMITLIS VENTURES, LLC","LIMITLIS VENTURES, LLC",Dispensary,TAHLEQUAH,Cherokee,1/3/2024
GAAA-WEZD-XR97,Real Bush Honey LLC,Real Bush Honey,Grower,POTEAU,Le Flore,1/9/2023
DAAA-NYFI-TYRU,Bespoke Agricultural Industries INC,OgFarma,Dispensary,OKLAHOMA CITY,Oklahoma,2/17/2024
PAAA-CCEF-VJE8,FALCON HAZE LLC,FALCON HAZE LLC,Processor,MARIETTA,Oklahoma,2/23/2024
GAAA-MPLK-QUWL,FENTANGO FARM LLC,FENTANGO FARM LLC,Grower,CRESCENT,Logan,9/15/2023
DAAA-EJ0I-MRDF,GREEN MART LLC,Green Mart,Dispensary,OKLAHOMA CITY,Oklahoma,11/7/2023
PAAA-NKZO-G3W8,"Fritz Fusion's, LLC","Fritz Fusion's, LLC",Processor,BLUEJACKET,Craig,4/13/2024
GAAA-N75S-AB59,"Big Daddy Wellness Farm, LLC",Big Daddy Wellness Farm,Grower,FAIRLAND,Ottawa,12/5/2022
GAAA-L2DN-L1IO,GOOD FARM 888 LLC,GOOD FARM 888 LLC,Grower,GERONIMO,Comanche,8/14/2023
GAAA-8UQ2-PW65,Lance Green LLC,Lance Green,Grower,STONEWALL,Pontotoc,10/17/2023
PAAA-WVH2-CCRO,GE M PROCESSING LLC,GE M PROCESSING LLC,Processor,ROSE,Delaware,10/25/2023
GAAA-4JON-GIYB,J&A Supply Company LLC,Buffalo Head Cannabis,Grower,CADDO,Bryan,11/13/2023
GAAA-EKHY-FBEV,"Platter Farms, Inc.",Platter Farms,Grower,Mead,Bryan,4/10/2024
GAAA-YVHA-JRIU,Stems Green LLC,Stems Green,Grower,OKEMAH,Okfuskee,10/31/2023
DAAA-QXOA-7QQ4,Purple Moon Dispensary Inc,Purple Moon Claremore,Dispensary,CLAREMORE,Rogers,12/5/2023
PAAA-EK5M-GMRU,"Wight Rabbit Extracts, LLP","Wight Rabbit Extracts, LLP",Processor,Tulsa,Tulsa,10/25/2023
GAAA-37AY-ALO1,"Rare Leaf, LLC","Rare Leaf, LLC",Grower,WEWOKA,Seminole,9/26/2022
PAAA-NJDX-3XLV,XLT SOLUTIONS 2 LLC,XLT Solutions 2 LLC,Processor,NEWCASTLE,McClain,6/26/2023
GAAA-JMGW-IRDM,Argent Ventures Inc.,Argent Ventures Inc.,Grower,NOWATA,Nowata,11/7/2023
GAAA-0JTN-9LID,United Cannabis LLC,United Cannabis LLC,Grower,KINGFISHER,Kingfisher,12/18/2022
GAAA-VP5E-1SLX,TC Valley Pharms LLC,TC Valley Pharms LLC,Grower,SAND SPRINGS,Osage,7/11/2023
GAAA-ULRM-H0CU,FarmerGreenRose LLC,FarmerGreenRose LLC,Grower,HASKELL,Muskogee,2/22/2024
GAAA-4KYG-J2CS,Lifted Valley Farms LLC,Lifted Valley Farms LLC,Grower,Okmulgee,Okmulgee,2/24/2024
PAAA-4KIL-HD6H,New Roots Scientific LLC,New Roots Scientific,Processor,guthrie,Logan,9/15/2023
GAAA-4704-CFDG,Emmanuel Jackson,Jackson Med Farms,Grower,Stonewall,Pontotoc,8/2/2023
GAAA-1P0S-RO8J,BEST M LLC,BEST M LLC,Grower,ROFF,Pontotoc,4/26/2023
PAAA-NYQM-ZSUB,Canna Baked,Canna baked,Processor,MANGUM,Greer,12/12/2023
GAAA-ZQXV-H7WZ,"Cannabis Sooners Number 7, LLC","Cannabis Sooners Number 7, LLC",Grower,OKMULGEE,Okmulgee,1/8/2024
GAAA-E1Z7-9X2D,"Heartland Farms, LLC",Heartland Farms LLC,Grower,BIXBY,Tulsa,12/5/2023
GAAA-P8C8-7XMU,Gorilla Empire LLC,Gorilla Empire LLC,Grower,LEXINGTON,Cleveland,2/1/2024
DAAA-QYTO-6CM5,Fritz Fire House 1 LLC,Fritz Fire House 1 LLC,Dispensary,WELCH,Craig,10/30/2023
GAAA-DY40-TEJF,ZHAO GUANG FARM LLC,ZHAO GUANG FARM LLC,Grower,YALE,Payne,8/24/2023
GAAA-NJT5-CH3L,Culpepper Farms LLC,Culpepper Farms LLC,Grower,HULBERT,Cherokee,5/22/2023
GAAA-4J0E-O7M9,"Budz 4 Le$$, LLC",Budz 4 Less,Grower,GOODWELL,Texas,8/30/2023
DAAA-E1M9-4CWH,"S PENNSYLVANIA DISPENSARY, LLC",Xclusive Cannabis S Penn,Dispensary,OKLAHOMA CITY,Oklahoma,11/13/2023
GAAA-VWHF-UG6I,4006 LLC,4006 LLC,Grower,GLENCOE,Payne,1/2/2024
PAAA-GY2X-PG2Y,"Icarus 420, LLC","Icarus 420, LLC",Processor,OILTON,Creek,8/15/2023
DAAA-H4AX-EP7R,Tha TreeHouse Collective,Tha TreeHouse Collective,Dispensary,HUGO,Choctaw,5/30/2024
PAAA-2GP9-KGOB,cameo gold llc,cameo gold llc,Processor,WILSON,Carter,3/21/2023
GAAA-S06M-OPMF,eagle jg farms llc,eagle jg farms,Grower,WILSON,Carter,6/13/2023
GAAA-8UQX-0LMD,"MARCO AND FAMILY, LLC","MARCO AND FAMILY, LLC",Grower,HENRYETTA,Okmulgee,7/31/2023
DAAA-ZWC3-H3UM,Happy Place Cannabis LLC,Happy Place Cannabis LLC,Dispensary,OKLAHOMA CITY,Cleveland,10/30/2023
PAAA-NJDP-ATCW,"Ubangi Farm, LLC",Ubangi,Processor,POTEAU,Le Flore,1/10/2024
PAAA-UING-DGTQ,Healing Oasis LLC,Cowboy Cannabis Processing,Processor,BEAVER,Beaver,11/23/2023
GAAA-OW4M-UP4A,"Green Leaf Plants, LLC",GLP.supply,Grower,SAPULPA,Creek,9/25/2023
GAAA-4YB1-AM9U,Red State Harvesters LLC,Red State Harvesters LLC,Grower,Mountain Park,Comanche,2/2/2023
GAAA-EJ4H-HJAC,Dank Dynamics LLC,Dank Dynamics LLC,Grower,JENNINGS,Creek,4/26/2023
DAAA-VYTH-ZLJ8,"TGIC Oklahoma, LLC",TGIC Oklahoma LLC,Dispensary,BLANCHARD,Grady,2/8/2023
PAAA-EJRC-B47R,Big City Growers LLC,Big City Growers LLC,Processor,MOORE,Cleveland,5/18/2024
DAAA-MJ1R-246S,DANK PLUG LLC,Dank plug,Dispensary,OKLAHOMA CITY,Oklahoma,12/20/2023
DAAA-NYHW-JQUI,Rosemary Farms LLC,Rosebuds Dispensary,Dispensary,TULSA,Tulsa,10/25/2022
GAAA-KWCJ-DBNX,Peterson Green Farms LLC,Peterson Green Farms,Grower,HENDRIX,Bryan,1/13/2024
GAAA-AVWQ-EQ7E,CHOUA LOR,Green Crystal Rock,Grower,Checotah,McIntosh,7/25/2023
GAAA-NKNZ-GOJB,Big Day LLC,Big Day LLC,Grower,POCASSET,Grady,11/10/2023
GAAA-I5KD-R1O2,L2 OKLAHOMA GREEN LLC,L2 OKLAHOMA GREEN LLC,Grower,NOWATA,Nowata,9/26/2023
PAAA-ISOH-7FDR,Horizon Cannabis Company LLC,Horizon Cannabis Company LLC,Processor,Alex,Grady,12/26/2023
PAAA-NYSE-PYO4,Kong Concentrates LLC,Kong Concentrates LLC,Processor,GROVE,Delaware,8/30/2023
GAAA-N19G-KDUE,"Med-Mar Ag, LLC","Med-Mar Ag, LLC",Grower,MILBURN,Johnston,10/6/2023
GAAA-HLNG-WQKG,ABU Farms Inc,ABU Farms Inc,Grower,FAY,Dewey,12/6/2022
DAAA-TOI2-8KUX,Kotton Mouth Dispensary LLC,Kotton Mouth Dispensary LLC,Dispensary,BETHANY,Oklahoma,9/21/2023
GAAA-KKU0-5X5C,Remi Creek Farms LLC,Remi Creek Farms,Grower,KINGSTON,Marshall,10/6/2023
GAAA-HY5D-AMV9,Thunder Boss LLC,Thunder Boss LLC,Grower,Barnsdale,Osage,4/25/2023
GAAA-ZIKF-KOOD,"jgv farms, llc","jgv farms, llc",Grower,ARDMORE,Carter,10/23/2023
GAAA-BWRV-GEIY,"Sunnyslope Grow, LLC","Sunnyslope Grow, LLC",Grower,Ralston,Osage,7/4/2023
GAAA-VJFS-C697,"Healing Harvest Growers, LLC",icy melts solventless,Grower,OKEMAH,Okfuskee,9/16/2023
GAAA-IUJW-B9VR,JCU FARM LLC,JCU FARM LLC,Grower,ANADARKO,Caddo,11/14/2023
GAAA-4KTC-MH9H,Texoma Greens LLC,Texoma Greens LLC,Grower,TISHOMINGO,Johnston,1/13/2024
GAAA-EYQM-J2B7,Ice City Exotics L.L.C.,ICECITYEXOTICSLLC,Grower,HENNESSY,Kingfisher,9/15/2023
GAAA-CK4C-PXXN,Diamond Creek Farms LLC,Diamond Creek Farms LLC,Grower,FAIRMONT,Garfield,12/26/2023
GAAA-FPOD-TXKU,Max Green LLC,Max Green,Grower,BRISTOW,Creek,1/11/2024
PAAA-NYZB-V3VV,New Leaf Medicinals LLC,New Leaf Medicinals LLC,Processor,CHICKASHA,Grady,2/22/2024
GAAA-EYTM-R9EY,OK Crop Co. Ltd.,OK Crop Co. Ltd.,Grower,Inola,Rogers,3/3/2024
PAAA-SZ7H-4OX6,"MGandP Resources, LLC","MGandP Resources, LLC",Processor,Skiatook,Osage,12/7/2023
GAAA-RAVJ-LVYG,Bunger Investments LLC,Kilpatrick Kannabis,Grower,CHANDLER,Lincoln,3/12/2023
GAAA-W0LV-AZAF,Green Fairland LLC,Green Fairland LLC,Grower,FAIRLAND,Ottawa,12/18/2022
GAAA-AC6U-QKK3,"Prosperity Havens, LLC","Prosperity Havens, LLC",Grower,HULBERT,Cherokee,11/3/2023
GAAA-RWCA-UJIZ,"Neighborhood Grow, LLC",Neighborhood Grow,Grower,amber,Grady,4/24/2023
GAAA-5LIS-RAIN,Yibai Enterprise LLC,Yibai Enterprise LLC,Grower,Stroud,Lincoln,1/12/2024
GAAA-8VKP-LTRT,Synovatic Labs LLC,Synovatic Labs LLC,Grower,TULSA,Tulsa,4/24/2023
GAAA-A6HM-MQUA,"Emerald Green Farms, LLC","Emerald Green Farms, LLC",Grower,ERICK,Beckham,3/15/2024
GAAA-N1UB-RZUX,Nancie Sumpter,Nancie Sumpter,Grower,STILWELL,Adair,12/8/2023
PAAA-OK6B-SHOY,"RAMAL AGRICULTURE, LLC",HOUSE OF KARMA,Processor,NEWCASTLE,Cleveland,12/11/2023
GAAA-VJXA-SRYS,Space Cactus LLC,Space Cactus LLC,Grower,OKLAHOMA CITY,Oklahoma,11/24/2023
PAAA-NKNM-0GP0,"Carter County Extracts, Inc.","Carter County Extracts, Inc.",Processor,Ardmore,Carter,1/12/2024
GAAA-VJTN-7XFW,"Freedom Hill Farms, Inc.","Freedom Hill Farms, Inc.",Grower,MANNFORD,Creek,3/28/2023
GAAA-I8OG-6YKK,Berane LLC,Berane LLC,Grower,JAY,Delaware,11/1/2023
GAAA-VK5R-C13O,ZHCHEN FARM LLC,ZHCHEN FARM LLC,Grower,CALUMET,Canadian,8/15/2023
GAAA-3OKY-OEMA,7 Golden Mountain LLC,7 Golden Mountain LLC,Grower,WYANDOTTE,Ottawa,5/17/2023
GAAA-ZZKX-BK4G,Christopher McDade,Crescent Canna,Grower,CRESCENT,Logan,8/9/2023
GAAA-JBIS-O5QI,"Exotic House Productions, LLC","Exotic House Productions, LLC",Grower,MIAMI,Ottawa,9/29/2023
GAAA-WKPU-AQ53,"ARDENT WEST, LLC","ARDENT WEST, LLC.",Grower,OKMULGEE,Okmulgee,5/23/2023
PAAA-WCAP-ZTWI,"Big Country Greens, LLC",Paleo Extracts,Processor,TAHLEQUAH,Cherokee,2/13/2024
GAAA-V1AD-WSW9,"Tulsa Healing Cultivation, LLC","Tulsa Healing Cultivation, LLC",Grower,TULSA,Tulsa,11/15/2023
GAAA-EJ8H-2TLX,spacelab exoticz inc,spacelab exoticz inc.,Grower,LINDSAY,McClain,8/29/2023
GAAA-5TKP-SQ7J,Elbow Industries LLC,Elbow Farms,Grower,EUCHA,Delaware,6/27/2023
GAAA-5EKJ-MQKE,Michael Kelley DBA Tenkiller Farms,Tenkiller Farms,Grower,PARK HILL,Cherokee,10/13/2023
GAAA-4YZM-ML8D,White Lotus Grow LLC,White Lotus Grow LLC,Grower,GUTHRIE,Logan,9/15/2023
GAAA-WQFQ-4BGR,PHARSIDE LLC,PHARSIDE LLC,Grower,LEXINGTON,Cleveland,10/23/2023
GAAA-DO3W-ENKR,"Llamabis Farms, Inc.","Llamabis Farms, Inc.",Grower,STILLWATER,Payne,10/4/2023
GAAA-VK8N-9MJQ,"Big Dream Holdings, LLC",Big Dream Cannabis Co,Grower,EDMOND,Oklahoma,11/29/2023
PAAA-4KUS-Y6YB,Michael Shawn Beavers,Michael Shawn Beavers,Processor,BRAGGS,Muskogee,11/10/2023
GAAA-EKR5-6AYC,Burgbuds LLC,Burgbuds LLC,Grower,Tahlequah,Cherokee,2/1/2024
DAAA-EJAR-Z0I6,"Glow Ventures, LLC",Canna Cure Dispensary III,Dispensary,PERKINS,Payne,4/4/2024
PAAA-VRVD-CMML,SESH CONFIDENTIAL LLC,LUX CANNABIS CO,Processor,OKLAHOMA CITY,Oklahoma,10/26/2023
GAAA-NY4X-LYYW,Robot Pharmer LLC,Robot Pharmer LLC,Grower,BROKEN BOW,McCurtain,2/1/2024
GAAA-I0TD-DPGN,Construction Farming LLC,Construction Farming LLC,Grower,MAUD,Seminole,10/30/2023
GAAA-N143-YFPI,Floraceuticals LLC,"Floraceuticals, LLC",Grower,MARLOW,Stephens,10/9/2023
GAAA-2V8E-VT4X,"Texoma Genetics, LLC","Texoma Genetics, LLC",Grower,SEMINOLE,Seminole,4/7/2024
PAAA-H5Q5-DCTK,Squishermen LLC,Squishermen,Processor,OKLAHOMA CITY,Oklahoma,9/25/2023
GAAA-VJAP-6EBH,Lotus Garden LLC,Lotus Garden LLC,Grower,OKLAHOMA CITY,Oklahoma,7/13/2023
GAAA-VJZH-VJCE,Greengenix Farms LLC,Greengenix Farms LLC,Grower,KINTA,Haskell,9/29/2023
GAAA-D6YR-KZNI,179 South 122nd Holdings LLC,179 South 122nd Holdings LLC,Grower,MOYERS,Pushmataha,12/21/2022
GAAA-XNA6-ZE8S,Green Gold Flower LLC,Green Gold Flower LLC,Grower,EUFAULA,McIntosh,4/24/2022
GAAA-2CZH-9SAS,"HONEYGUIDE GROWERY, LLC","HONEYGUIDE GROWERY, LLC",Grower,MCALESTER,Pittsburg,7/14/2023
GAAA-N1SZ-MRDI,"White Buffalo Cultivation Company, LLC",White Buffalo Cultivation Company,Grower,PARK HILL,Cherokee,4/26/2024
GAAA-NJZV-RTSV,Green Valley Growers LLC,Green Valley Growers LLC,Grower,WANETTE,Cleveland,2/13/2024
GAAA-EYT2-2W8W,Medical Green LLC,Medical Green LLC,Grower,CHICKASHA,Grady,2/3/2023
GAAA-AULI-SF3I,six long valley llc,six long valley llc,Grower,COYLE,Logan,12/13/2023
GAAA-FWI4-P0IH,Urban Farmaceuticals LLC,Urban Farmaceuticals,Grower,CHESTER,Major,11/28/2023
GAAA-4JOP-J4YU,Nuggetry LLC,Nuggetry LLC,Grower,Edmond,Logan,10/20/2023
GAAA-E1M7-8NIG,918 Canni Farms LLC,918 Canni Farms LLC,Grower,Tulsa,Tulsa,6/14/2023
PAAA-N1YA-MQDP,Green Infusion LLC,Green Infusion LLC,Processor,ARDMORE,Carter,3/10/2024
DAAA-NK5F-VCQO,"McDonald Family Enterprises, LLC",Urban Bloom,Dispensary,ELGIN,Comanche,10/17/2023
GAAA-DLE9-4H6V,"Everlasting Fortune, Inc","Everlasting Fortune, Inc",Grower,ADA,Pontotoc,1/2/2024
GAAA-RWHT-0K8M,Vital Greens LLC,Vital Greens LLC,Grower,Colcord,Delaware,3/29/2024
GAAA-NEUF-LI1M,Blue Collar Farms LLC,Blue Collar Farms LLC,Grower,ELGIN,Comanche,7/26/2023
GAAA-RVLI-WNGO,Ganja Cultivation Inc,Ganja Cultivation Inc,Grower,Atwood,Hughes,5/12/2023
DAAA-GMJP-JIFZ,Rocket Ship LLC,Stability Cannabis 2901,Dispensary,OKLAHOMA CITY,Oklahoma,7/28/2023
PAAA-X7J9-6WL5,"Hellagood, LLC","Hellagood, LLC",Processor,TULSA,Tulsa,2/28/2024
PAAA-V1IV-XI6I,"Neptune Pharms, LLC","Neptune Pharms, LLC",Processor,GUTHRIE,Logan,10/2/2022
GAAA-OHHV-IJTA,Medicine Leaf Farms LLC,Medicine Leaf Farms LLC,Grower,HOLDENVILLE,Hughes,8/23/2023
GAAA-XZM8-CNRN,HandC Properties LLC,TOKlahoma Gardens,Grower,Afton,Delaware,1/3/2024
PAAA-IBAR-DIBE,Rushing Green LLC,Rushing Green LLC,Processor,RUSH SPRINGS,Grady,5/24/2023
PAAA-N1VA-KUEG,Chief Farms Processing LLC,Chief Farms Processing LLC,Processor,TULSA,Creek,7/19/2023
PAAA-LVQC-DXTP,1 DREAM DISTRIBUTION LLC,1 DREAM DISTRIBUTION LLC,Processor,OWASSO,Tulsa,6/21/2023
PAAA-NK5Z-RFND,Stress Releaf Extract Corporation,Stress Releaf Extract Corporation,Processor,WETUMKA,Hughes,6/14/2024
GAAA-VKPI-BPY8,"Guo Green, LLC","Guo Green, LLC",Grower,SEMINOLE,Seminole,9/29/2023
PAAA-4YGA-3YER,OKLAHOMA INFUSIONS INC.,Outlaw Harvest,Processor,SAND SPRINGS,Tulsa,3/15/2024
PAAA-OJHV-1FVY,Danh LLC,Danh LLC,Processor,JENKS,Tulsa,1/4/2024
GAAA-1NR4-0A5O,"Rainland Farms, LLC","Rainland Farms, LLC",Grower,BRISTOW,Creek,1/3/2024
GAAA-NYZI-6UNU,"Green Bee Meds, LLC",Green Bee Meds,Grower,PERKINS,Payne,3/23/2023
GAAA-SGDM-1WZI,333 Shooting Star Plants LLC,333 Shooting Star Plants LLC,Grower,TULSA,Creek,9/27/2023
GAAA-0IDZ-6B8N,Aaron yang,Aaron yang,Grower,SHADY POINT,Le Flore,5/17/2023
GAAA-DE1H-AKP7,Southwest Biotech and Extraction LLC,Southwest Biotech and Extraction LLC,Grower,SWEETWATER,Beckham,6/6/2023
GAAA-KSA2-IUF5,Lucid Farms LLC,Lucid Farms,Grower,SULPHUR,Murray,1/4/2024
DAAA-41ZX-WHGW,"Medirec Oklahoma, LLC","Medirec Oklahoma, LLC",Dispensary,Oklahoma City,Oklahoma,3/20/2023
